practice_name,also_known_as,address,postcode,area,phone,website,nhs_private,pms_detected,pms_confidence,pms_evidence,blast_segment,wisecall_tier,adg_corporate,adg_group,bda_good_practice,provider_name,source,notes
Thornliebank Dental,,"20 KENNISHEAD ROAD, GLASGOW",G46 8NY,Glasgow (G46),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Gorbals Dental Clinic,,"2 SANDIEFIELD ROAD, GLASGOW",G5  9AB,Glasgow (G5),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Scotland,,"1-3 BRIDGE STREET, GLASGOW",G5  9JB,Glasgow (G5),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Complete Dental Care,,"253 PAISLEY ROAD WEST, GLASGOW",G51 1NB,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Citi Smile & Aesthetics,,"460 PAISLEY ROAD WEST, GLASGOW",G51 1PX,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Water Row Dental Practice,,"1 WATER ROW, GLASGOW",G51 3UW,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Govan Dental Care,,"788 GOVAN ROAD, GLASGOW",G51 3YL,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Langlands Road Dental Care,,"246 LANGLANDS ROAD, GLASGOW",G51 4AJ,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
K M Dental Care,,"5 DRUMOYNE ROAD, GLASGOW",G51 4BJ,Glasgow (G51),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Therapy Mosspark,,"5 AIRTH PLACE, MOSSPARK, GLASGOW",G52 1JT,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Envisage Dentistry Tweedsmuir,,"26 TWEEDSMUIR ROAD, GLASGOW",G52 2RX,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cardonald Dental Clinic Ltd,,"128 TWEEDSMUIR ROAD, CARDONALD, GLASGOW",G52 2RY,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cardonald Dental Practice,,"5 LAMINGTON ROAD, CARDONALD, GLASGOW",G52 2SF,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cardonald Smiles,,"838 MOSSPARK DRIVE, GLASGOW",G52 3DA,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Oasis Dental Care Glasgow,,"1823 PAISLEY ROAD WEST, GLASGOW",G52 3SS,Glasgow (G52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Pollok Dental Care,,"72 CORNALEE ROAD, POLLOK, GLASGOW",G53 5AL,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Gilbrot Healthcare Ltd,,"1 BRAIDCRAFT PLACE, GLASGOW",G53 5EU,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Pollok Dental Practice,,"21 COWGLEN ROAD, POLLOK, GLASGOW",G53 6EQ,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Southside Dental Practice,,"356 NITSHILL ROAD, GLASGOW",G53 7BT,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Macdonald Dental,,"1356 BARRHEAD ROAD, GLASGOW",G53 7DE,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Darnley Dental,,"500 CORSELET ROAD, GLASGOW",G53 7RN,Glasgow (G53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Kessington Dental Practice,,"53 MILNGAVIE ROAD, GLASGOW",G61 2DW,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Boclair Dental Care,,"91 MILNGAVIE RD, BEARSDEN, GLASGOW",G61 2EN,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Fx,,"84 DRYMEN ROAD BEARSDEN, GLASGOW",G61 2RH,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Park Cottage Dental Practice,,"8A ROMAN ROAD, BEARSDEN, GLASGOW",G61 2SW,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Chartwell Dental Care,,"148-150 DRYMEN ROAD, BEARSDEN, GLASGOW",G61 3RE,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bearsden Dental Care,,"8-12 LEDI DRIVE, BEARSDEN, GLASGOW",G61 4JJ,Glasgow (G61),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Milngavie Dental Care,,"SUITE 6,DOUGLAS HOUSE, 42 MAIN ST,GLASGOW",G62 6BU,Glasgow (G62),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Allander Dental Care,,"7 STEWART STREET, MILNGAVIE, GLASGOW",G62 6BW,Glasgow (G62),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Jennings Dental Care,,"4 STATION ROAD, MILNGAVIE, GLASGOW",G62 8AB,Glasgow (G62),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Drymen Dental Practice,,"THE SQUARE, DRYMEN",G63 0BJ,Glasgow (G63),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cherrybank Dental Surgery,,"36 BUCHANAN STREET, BALFRON",G63 0TR,Glasgow (G63),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
One Eighty Dental,,"180 WOODHILL ROAD, BISHOPBRIGGS, GLASGOW",G64 1DH,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Woodhill Dental Care,,"176 WOODHILL ROAD, BISHOPBRIGGS, GLASGOW",G64 1DH,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
The Auchinairn Dental Practice,,"2 BEECH ROAD, AUCHINAIRN, BISHOPBRIGGS, GLASGOW",G64 1NE,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bishopbriggs Dental Care,,"17 ARNOLD AVENUE, BISHOPBRIGGS, GLASGOW",G64 1PE,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Care By Claire Tierney,,"UNIT 1, 122 KIRKINTILLOCH RD, BISHOPBRIGGS",G64 2AB,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Khush Dental,,"129 KIRKINTILLOCH ROAD, BISHOPBRIGGS",G64 2LR,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
The Dental Co,,"276 KIRKINTILLOCH ROAD, BISHOPBRIGGS",G64 2PT,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
F J Murphy,,"4 MORAR CRESCENT, BISHOPBRIGGS, GLASGOW",G64 3DQ,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Torrance Dental Practice,,"22 MAIN STREET, TORRANCE, GLASGOW",G64 4EL,Glasgow (G64),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Oak Tree Dental & Implant Clinic,,"2A U.P. ROAD, KILSYTH",G65 0BH,Glasgow (G65),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Kilsyth Dental Partnership,,"KILSYTH HEALTH CENTRE, 1AIRDRIE ROAD, KILSYTH",G65 9JE,Glasgow (G65),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cowgate Dental Surgery,,"11 COWGATE, KIRKINTILLOCH, GLASGOW",G66 1HW,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Hazel Hiram Dental Care,,"26 TOWNHEAD, KIRKINTILLOCH",G66 1NL,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Oak Tree Dental Centre,,"14-16 TOWNHEAD, KIRKINTILLOCH",G66 1NL,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Mackenzie Dental,,"69 TOWNHEAD, KIRKINTILLOCH",G66 1NN,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Marina Dental Care,,"SOUTHBANK ROAD, KIRKINTILLOCH",G66 1XQ,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Kirkintilloch Smiles,,"95 HILLHEAD ROAD, KIRKINTILLOCH",G66 2JD,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Millersneuk Dental Practice,,"112 KIRKINTILLOCH ROAD, LENZIE",G66 4LQ,Glasgow (G66),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Central Health Centre,,"NORTH CARBRAIN ROAD, CUMBERNAULD",G67 1BJ,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Kildrum Dental Care,,"KILDRUM HEALTH CENTRE, LOCHLEA RD, CUMBERNAULD",G67 2ES,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Stewart Dental Care,,"81 MAIN STREET, VILLAGE, CUMBERNAULD",G67 2RT,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
The Village Dental Surgery,,"THE VILLAGE, 2 A/B THE WYND, CUMBERNAULD",G67 2SU,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Abronhill Dental,,"ABRONHILL SHOPPING CENTRE, 14 LARCH RD., CUMBERNAULD",G67 3AZ,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Condorrat Health Centre,,"AIRDRIE ROAD, CUMBERNAULD",G67 4DN,Glasgow (G67),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Morpho Advanced Dentistry & Aesthetics,,"4 ST MAURICE'S GATE, CUMBERNAULD",G68 9FW,Glasgow (G68),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Lochside Dental Care,,"1 CARRADALE CRESCENT, CUMBERNAULD",G68 9LE,Glasgow (G68),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Moodiesburn Dental Care,,"14 BLACKWOODS CRESCENT, MOODIESBURN",G69 0EN,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Clyde Dental Baillieston,,"120 MAIN STREET, BAILLIESTON, GLASGOW",G69 6AE,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Spring Grove Dental Clinic,,"23 BARRACHNIE ROAD, GLASGOW",G69 6HB,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Aura Dentistry,,"56 THORNBRIDGE ROAD, GLASGOW",G69 6RR,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Baillieston Dental Care,,"20 MUIRSIDE ROAD, GLASGOW",G69 7AD,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Muirhead Dental Practice,,"108 CUMBERNAULD ROAD, MUIRHEAD",G69 9AA,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Hannigan Dental Care,,"8 STATION ROAD, MUIRHEAD, GLASGOW",G69 9EE,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Spring Grove Clinic,,"212 CUMBERNAULD ROAD, MUIRHEAD, GLASGOW",G69 9NB,Glasgow (G69),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Park Dental Company,,"16 THORNIEWOOD ROAD, UDDINGSTON",G71 5QQ,Glasgow (G71),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Uddingston Dental Care,,"1 MAIN STREET, UDDINGSTON",G71 7ES,Glasgow (G71),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
The Station Dental Surgery,,"53 BELLSHILL ROAD, UDDINGSTON",G71 7PA,Glasgow (G71),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bothwell Dental & Implant Clinic,,"73 MAIN STREET, BOTHWELL",G71 8ER,Glasgow (G71),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dentistry At Bothwell Bridge,,"5 MAIN STREET, BOTHWELL",G71 8RD,Glasgow (G71),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Teethscene,,"76 CALDER STREET, BLANTYRE",G72 0AX,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Smilescene Dental,,"UNIT 7,LIVINGSTONE BOULEVARD, INT'L TECHNOLOGY PARK,BLANTYRE",G72 0BP,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
3 Broompark Road,,"HIGH BLANTYRE, NA",G72 0DP,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Mot Dental,,"46 MAIN STREET, CAMBUSLANG",G72 7EP,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Cambuslang Dental Care,,"ROYAL BANK BUILDINGS, 90 MAIN STREET, CAMBUSLANG",G72 7NW,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Smilescene Dental,,"UNIT 2, HALLSIDE COURT, HALFWAY, CAMBUSLANG",G72 7XR,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Grays Dental Surgery,,"7 WEST COATS ROAD, CAMBUSLANG",G72 8AA,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Complete Dental Care,,"151 WESTERN ROAD, CAMBUSLANG, GLASGOW",G72 8PE,Glasgow (G72),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Prestige Dental Clinic,,"175 MAIN STREET, RUTHERGLEN",G73 2HF,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Rutherglen Dental Care,,"143 MAIN STREET, RUTHERGLEN",G73 2JJ,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Rutherglen Hc Dental,,"RUTHERGLEN HEALTH CENTRE,130 STONELAW RD, RUTHERGLEN",G73 2PQ,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Boyle Dental,,"96 STONELAW ROAD, RUTHERGLEN",G73 3ED,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Burnside Dental Care,,"289 STONELAW ROAD, BURNSIDE",G73 3RN,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Spittal Road Dental Care,,"54 SPITTAL ROAD, RUTHERGLEN",G73 4QE,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dukes Road Dental,,"192 DUKES ROAD, BURNSIDE, RUTHERGLEN",G73 5AA,Glasgow (G73),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Ek Dental,,"HUNTER COMMUNITY HEALTH CENTRE, ANDREW ST., EAST KILBRIDE",G74 1AD,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
St Leonards Dental Practice,,"HIGH COMMON ROAD, ST LEONARDS, EAST KILBRIDE",G74 2AU,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Calderwood Dental Practice,,"14-22 CALDERWOOD SQUARE, EAST KILBRIDE",G74 3BQ,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
1 Old Coach Road,,"EAST KILBRIDE, NA",G74 4DR,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
East Kilbride Dental Care,,"5 OLD COACH ROAD, EAST KILBRIDE",G74 4DS,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Avondale Dental Practice,,"15 WHITEMOSS ROAD, EAST KILBRIDE",G74 4JB,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Whitemoss Dental,,"27 WHITEMOSS ROAD, THE VILLAGE, EAST KILBRIDE",G74 4JB,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Grey Gables Dental,,"24 MONTGOMERY STREET, EAST KILBRIDE",G74 4JS,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Huner Street Dental,,"THE VILLAGE,13C HUNTER ST., EAST KILBRIDE",G74 4LZ,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Stewartfield Dental Care,,"UNIT1, 5 MACNEISH WAY, STEWARTFIELD, EAST KILBRIDE",G74 4TT,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Enhance Dental Care,,"41 ST JAMES RETAIL CENTRE, EAST KILBRIDE",G74 5QD,Glasgow (G74),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Smile On The Square Dental Care,,"25-27 MURRAY SQUARE, EAST KILBRIDE",G75 0BH,Glasgow (G75),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Queensway Dental Care,,"8 ALBERTA PLACE, EAST KILBRIDE",G75 8AA,Glasgow (G75),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Westwood Dental Practice,,"121-133 WESTWOOD SQUARE, EAST KILBRIDE",G75 8JQ,Glasgow (G75),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Greenhills Health Centre,,"GREENHILLS SQUARE, EAST KILBRIDE",G75 8TT,Glasgow (G75),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Eaglesham Dental Practice,,"81 GILMOUR STREET, EAGLESHAM",G76 0LH,Glasgow (G76),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Ireland&Yuill Family Dental Practice,,"62 BUSBY ROAD, CLARKSTON, GLASGOW",G76 7AT,Glasgow (G76),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
N. J. Rolfe & Associates Ltd,,"139 EASTWOODMAINS ROAD, CLARKSTON, GLASGOW",G76 7HB,Glasgow (G76),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Clarkston Toll Dental Practice,,"153 EASTWOOD MAINS RD, CLARKSTON, GLASGOW",G76 7HP,Glasgow (G76),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Mearns Cross Dental & Implant Centre,,"3 EAGLESHAM ROAD, NEWTON MEARNS",G77 5BW,Glasgow (G77),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Mearns Dental,,"259 MEARNS ROAD, NEWTON MEARNS",G77 5LU,Glasgow (G77),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Greenlaw Dental Practice,,"UNIT 10, 3 GREENLAW PL, NEWTON MEARNS",G77 6GR,Glasgow (G77),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Crookfur Dental Practice,,"CROOKFUR SHOPPING PRECINCT,HARVIE AVE, NEWTON MEARNS,GLASGOW",G77 6TR,Glasgow (G77),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Barrhead Dental Clinic,,"BARRHEAD HEALTH & SOCIAL CARE CENTRE, 213 MAIN STREET, BARRHEAD",G78 1SW,Glasgow (G78),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Comfort Dental,,"BARRHEAD HEALTH & SOCIAL CARE CENTRE, 213 MAIN STREET, BARRHEAD",G78 1SW,Glasgow (G78),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Foggo Dental Surgery,,"24 LOWNDES STREET, BARRHEAD, GLASGOW",G78 2QT,Glasgow (G78),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
B Smile Studios,,"1 BANK STREET, BARRHEAD, GLASGOW",G78 2RA,Glasgow (G78),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
