practice_name,also_known_as,address,postcode,area,phone,website,nhs_private,pms_detected,pms_confidence,pms_evidence,blast_segment,wisecall_tier,adg_corporate,adg_group,bda_good_practice,provider_name,source,notes
35 West Main Street,,"BROXBURN, WEST LOTHIAN",EH525RQ,Edinburgh & Lothians (EH52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Advanced Dentistry Winchburgh,,"1 CANAL VIEW, WINCHBURGH",EH526FE,Edinburgh & Lothians (EH52),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
137 Main Street,,"EAST CALDER, WEST LOTHIAN",EH530EP,Edinburgh & Lothians (EH53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
93 Uphall Station Road,,"PUMPHERSTON, WEST LOTHIAN",EH530NU,Edinburgh & Lothians (EH53),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Craigshill Health Centre,,"CRAIGSHILL ROAD, LIVINGSTON",EH545DY,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Kingsport Dental Clinic,,"4 KINGSPORT AVENUE, HOWDEN LIVINGSTON",EH546BA,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Elite Smile,,"UNIT 104, LIVINGSTON SHOPPING CENTRE, LIVINGSTON",EH546HR,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dedridge Health Centre,,"NIGEL RISE, LIVINGSTON",EH546QQ,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Newyearfield  Dental Centre,,"HAWK BRAE, LIVINGSTON",EH546TW,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
23 Main Street,,"DEANS, LIVINGSTON WEST LOTHIAN",EH548BE,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Bellsquarry Dentistry,,"44 CALDER ROAD, BELLSQUARRY, LIVINGSTON",EH549AA,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
2 Bankton Square,,"MURIESTON, LIVINGSTON",EH549EY,Edinburgh & Lothians (EH54),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
West Calder Dental Care,,"1 EAST END, WEST CALDER",EH558AB,Edinburgh & Lothians (EH55),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Barron Dental,,"23 -27 FERRY ROAD, EDINBURGH",EH6 4AD,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,Yes,,Scotland NHS dental register (PHS open data),
65 Ferry Road,,"EDINBURGH, NA",EH6 4AQ,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
8 Pilrig Street,,"LEITH, EDINBURGH",EH6 5AQ,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Newkirkgate Dental Care,,"2 GREAT JUNCTION STREET, EDINBURGH",EH6 5LA,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Great Junction Dental Practice,,"163 GREAT JUNCTION STREET, EDINBURGH",EH6 5LG,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Edinburgh Dental Clinic,,"11-13 VICTORIA QUAY, OCEAN TERMINAL, EDINBURGH",EH6 6EZ,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
116 Ocean Drive,,"LEITH, EDINBURGH",EH6 6JG,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Be Dental Ltd,,"OCEAN DRIVE CENTRE,120 OCEAN DR., EDINBURGH",EH6 6JG,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
(My) Dentist,,"80/1B COMMERCIAL QUAY, EDINBURGH",EH6 6LX,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
6 East Hermitage Place,,"EDINBURGH, NA",EH6 8AA,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
83 Leith Walk,,"EDINBURGH, NA",EH6 8LX,Edinburgh & Lothians (EH6),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Lw Dental,,"32 HADDINGTON PLACE, EDINBURGH",EH7 4AG,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
28 Annandale Street,,"EDINBURGH, NA",EH7 4AN,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
103 Dental & Implant Practice,,"103 EAST LONDON STREET, EDINBURGH",EH7 4BF,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
1 Bellevue Place,,"EDINBURGH, NA",EH7 4BS,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Dental Surgery 2,,"22 BRUNTON PLACE, EDINBURGH",EH7 5EJ,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Montgomery Street Dental Care,,"96 MONTGOMERY STREET, EDINBURGH",EH7 5HE,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
100-102 Easter Road,,"EDINBURGH, NA",EH7 5RH,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Meadowbank Dental Practice,,"15 EARLSTON PLACE, EDINBURGH",EH7 5SU,Edinburgh & Lothians (EH7),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,Yes,,Scotland NHS dental register (PHS open data),
Holyrood Dental Care,,"85 HOLYROOD ROAD, EDINBURGH",EH8 8AU,Edinburgh & Lothians (EH8),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Vitality Dental,,"5/3 BRISTO SQUARE, EDINBURGH",EH8 9AL,Edinburgh & Lothians (EH8),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
University Dental Care,,"6 RANKEILLOR STREET, EDINBURGH",EH8 9HY,Edinburgh & Lothians (EH8),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Your Dentist,,"9-11 CLERK STREET, EDINBURGH",EH8 9JH,Edinburgh & Lothians (EH8),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Hope Park Dental Practice,,"5 HOPE PARK TERRACE, EDINBURGH",EH8 9LZ,Edinburgh & Lothians (EH8),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
18 Thirlestane Road,,"MARCHMONT, EDINBURGH",EH9 1AN,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Links Dental Practice,,"101-103 WHITEHOUSE LOAN, EDINBURGH",EH9 1AT,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
35 Warrender Park Road,,"EDINBURGH, NA",EH9 1HJ,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Sciennes Dental Care,,"61 MARCHMONT ROAD, EDINBURGH",EH9 1HT,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Citrus Dental Care,,"1 MEADOW PLACE, EDINBURGH",EH9 1JZ,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Duncan Street Dental Centre,,"14-16 DUNCAN STREET, EDINBURGH",EH9 1SR,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Edinburgh Dental,,"59 RATCLIFFE TERRACE, EDINBURGH",EH9 1ST,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Barbour Dental Practice,,"39 MAYFIELD GARDENS, EDINBURGH",EH9 2BX,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Southside Dental Care,,"125 MAYFIELD ROAD, EDINBURGH",EH9 3AJ,Edinburgh & Lothians (EH9),,,NHS,,,,Unknown PMS - manual check,Tier 3 - Unknown PMS (qualify on call),No,,No,,Scotland NHS dental register (PHS open data),
Prestonfield Bupa Dental Practice,,"169-173 DALKEITH ROAD, EDINBURGH",EH165BY,Edinburgh & Lothians (EH16),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Bupa Dental Care,No,,Scotland NHS dental register (PHS open data),
Brite Dental Gilmerton,,"536 GILMERTON ROAD, EDINBURGH",EH177JD,Edinburgh & Lothians (EH17),,,NHS,,,,Unknown PMS - manual check,Tier 4 - ADG corporate group (lower priority),Yes,Brite Dental,No,,Scotland NHS dental register (PHS open data),
