company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes
DENISE WHITE ESTATE AGENTS BUXTON LTD,17288495,"Roche House Farm Thorncliffe Road, Thorncliffe, Leek, ST13 7LW, England",ST13 7LW,,,68310,active,2026-06-19,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST13,Companies House API,
DENISE WHITE ESTATE AGENTS LIMITED,10783494,"Roche House Farm, Thorncliffe Road, Leek, Staffordshire, ST13 7LW, United Kingdom",ST13 7LW,,,68310,active,2017-05-22,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST13,Companies House API,
CRITCHLOW ESTATE AGENTS LTD,12755147,"24 Brookside Business Park, Stone, Staffordshire, ST15 0RZ, England",ST15 0RZ,,,68310,active,2020-07-20,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST15,Companies House API,
AUSTINS INDEPENDENT ESTATE AGENTS LTD,11507418,"Granville Square, 75a High Street, Stone, Staffordshire, ST15 8AE, England",ST15 8AE,,,68310,active,2018-08-08,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST15,Companies House API,
ABODE ESTATE AGENTS LIMITED,09086934,"Newport House, Newport Road, Stafford, Staffordshire, ST16 1DA",ST16 1DA,,,68310,active,2014-06-16,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST16,Companies House API,
DUNN & RATE ESTATE AGENTS LIMITED,11963834,"112 Baddeley Green Lane Baddeley Green Lane, Stoke-On-Trent, ST2 7HA, England",ST2 7HA,,,68310,active,2019-04-25,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST2,Companies House API,
HOMEPOINT ESTATE AGENTS LTD,05039584,"1st Floor Suite 4 Alexander House Waters Edge Business Park, Campbell Rd, Stoke-On-Trent, Staffordshire, ST4 4DB",ST4 4DB,,,68310,dissolved,2004-02-10,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST4,Companies House API,
BRAMPTONS ESTATE AGENTS LIMITED,06823490,"18 George Street, Newcastle, Staffordshire, ST5 1DJ",ST5 1DJ,,,68310,active,2009-02-18,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST5,Companies House API,
CARTERS ESTATE AGENTS LTD,14544785,"6 Marsh Parade, Newcastle Under Lyme, ST5 1DU, United Kingdom",ST5 1DU,,,68310,active,2022-12-16,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST5,Companies House API,
FEENEY ESTATE AGENTS LTD,12887135,"9 Moorland Avenue, Werrington, Stoke-On-Trent, ST9 0EQ, England",ST9 0EQ,,,68310,active,2020-09-17,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,ST9,Companies House API,
ACQUIRE ESTATE AGENTS LTD,05368221,"278 Battersea Park Road, London, SW11 3BS, England",SW11 3BS,,,68310,active,2005-02-17,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW11,Companies House API,
HARMENS ESTATE AGENTS LIMITED,05284495,"10 Hermitage Lane, London, SW16 3LH, England",SW16 3LH,,,68310,active,2004-11-11,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW16,Companies House API,
CAMPBELL HARRIS ESTATE AGENTS LTD,17184073,"Unit 16 Northfields Prospect Business Centre, Northfields, London, SW18 1PE, England",SW18 1PE,,,68310,active,2026-04-27,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW18,Companies House API,
ELLISONS ESTATE AGENTS LIMITED,07533420,"4th Floor Tuition House, 27/37 St George's Road, Wimbledon, London, SW19 4EU",SW19 4EU,,,68310,active,2011-02-17,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW19,Companies House API,
BRITANNIA ESTATE AGENTS LIMITED,15816661,"134 Buckingham Palace Road, London, SW1W 9SA, England",SW1W 9SA,,,"68310, 68320",active,2024-07-03,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW1W,Companies House API,
HENRY & JAMES (ESTATE AGENTS) LIMITED,08482773,"2 Motcomb Street, London, SW1X 8JU, United Kingdom",SW1X 8JU,,,68310,active,2013-04-10,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW1X,Companies House API,
AEG ESTATE AGENTS LTD,09652516,"48 Tierney Road, London, SW2 4QS, England",SW2 4QS,,,68310,active,2015-06-23,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW2,Companies House API,
APOSTLES ESTATE AGENTS LIMITED,13735699,"316a Worple Road, Raynes Park, London, SW20 8QU, England",SW20 8QU,,,68310,active,2021-11-10,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW20,Companies House API,
ADAM GREEN ESTATE AGENTS LTD,12663206,"Top Floor 67 Wingate Square, London, SW4 0AF, England",SW4 0AF,,,68310,active,2020-06-11,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW4,Companies House API,
BURKE KENNEDY ESTATE AGENTS LTD,10259852,"963 Fulham Road, London, SW6 5JJ, England",SW6 5JJ,,,68310,active,2016-07-01,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SW6,Companies House API,
